AREA_ACRE,Lam_X,Lam_Y,Yr
17.9106,3535043.829,2098513.47,2012
7.70032,3534098.583,2098243.223,2012
16.9785,3533194.818,2098413.509,2012
130.07,3533892.014,2099750.94,2012
52.7389,3532135.029,2097524.104,2012
109.144,3523807.757,2091579.088,2012
39.0253,3522846.992,2094288.81,2012
88.2399,3525924.614,2094393.126,2012
29.4217,3526927.531,2093489.237,2012
37.4179,3525601.163,2092092.848,2012
100.997,3526498.875,2091222.634,2012
36.5841,3529564.824,2091028.959,2012
27.7721,3529539.603,2092322.647,2012
38.8364,3529506.492,2093613.74,2012
108.511,3531337.586,2092567.519,2012
27.7906,3533139.709,2091191.668,2012
28.3281,3533154.797,2092413.748,2012
19.6809,3533440.701,2093509.18,2012
24.5554,3534458.621,2092584.447,2012
81.291,3533400.986,2094723.095,2012
35.8048,3535635.559,2093827.549,2012
118.576,3537054.433,2091756.599,2012
98.8686,3540043.475,2091609.765,2012
147.233,3540266.829,2093857.898,2012
171.132,3541689.1,2094302.205,2012
140.155,3542050.087,2091884.61,2012
140.679,3544636.109,2093255.556,2012
91.2846,3544966.708,2094842.796,2012
114.666,3547151.022,2094657.568,2012
99.5803,3547186.121,2093026.456,2012
18.6226,3548272.572,2091622.303,2012
40.1918,3549085.173,2091406.235,2012
40.4952,3550408.667,2091449.222,2012
37.173,3549059.01,2092720.253,2012
33.7628,3550361.967,2092789.124,2012
135.941,3549587.629,2094724.381,2012
89.0554,3552034.989,2095860.926,2012
36.6699,3551714.795,2093873.697,2012
38.3953,3551724.032,2092781.214,2012
109.149,3553880.161,2092034.413,2012
136.622,3553632.382,2094852.929,2012
135.817,3557685.255,2092284.664,2012
61.6719,3560341.375,2091624.246,2012
168.421,3560278.439,2093724.135,2012
39.9303,3558316.316,2094311.375,2012
36.8839,3558303.641,2095669.253,2012
39.9803,3559630.893,2095699.236,2012
162.971,3557791.634,2086989.304,2012
377.117,3559441.86,2088850.952,2012
143.469,3552519.317,2086808.24,2012
383.088,3554174.1,2088596.848,2012
20.7962,3550830.39,2086826.12,2012
28.9995,3548498.843,2088885.409,2012
31.9452,3546798.833,2088963.43,2012
163.378,3546165.976,2086593.191,2012
107.982,3545097.196,2088697.093,2012
153.065,3545417.467,2090501.385,2012
143.095,3542140.318,2089217.147,2012
42.6111,3541548.76,2087171.678,2012
72.3017,3543505.955,2087297.112,2012
110.132,3543745.797,2085366.177,2012
31.6725,3541705.911,2085757.718,2012
136.943,3539575.712,2086464.361,2012
139.783,3539479.005,2089140.35,2012
37.888,3536727.26,2089733.383,2012
148.285,3535505.23,2089047.993,2012
44.3778,3537477.754,2088447.201,2012
144.793,3536940.797,2086456.629,2012
40.3334,3532331.379,2085668.553,2012
68.5621,3531663.275,2086914.12,2012
134.646,3531601.723,2088980.898,2012
47.6403,3528457.008,2087021.667,2012
51.4127,3527701.193,2088236.448,2012
40.4214,3528758.529,2088242.164,2012
38.2268,3528279.582,2089510.946,2012
41.0877,3527223.091,2089443.047,2012
35.9175,3525666.714,2089469.142,2012
30.9551,3525665.304,2088208.253,2012
23.7267,3526398.514,2088014.564,2012
84.9491,3524016.375,2086158.963,2012
84.4322,3523546.074,2088604.938,2012
44.021,3533439.668,2084261.311,2012
125.954,3534745.311,2083474.725,2012
123.688,3536615.4,2083865.369,2012
40.8533,3537677.014,2082960.494,2012
127.052,3538235.717,2081423.307,2012
63.6821,3539879.499,2081682.179,2012
89.4339,3539857.626,2083507.199,2012
38.5163,3538881.942,2084408.175,2012
62.4085,3541413.389,2083906.423,2012
60.8176,3541551.632,2080971.018,2012
121.677,3543366.498,2080984.4,2012
40.0925,3544956.292,2080479.091,2012
74.5149,3546253.612,2081366.071,2012
39.5704,3545544.566,2084888.627,2012
133.423,3548276.3,2084941.883,2012
136.865,3547991.526,2081151.417,2012
39.5238,3550936.12,2080579.152,2012
93.8187,3550842.197,2083277.006,2012
37.3685,3550577.596,2085295.548,2012
24.4783,3552091.82,2085230.041,2012
96.7766,3552646.328,2083705.538,2012
89.7855,3553141.016,2081546.372,2012
39.0305,3552312.899,2080663.886,2012
59.0964,3555864.649,2081259.996,2012
66.4605,3554865.464,2081340.413,2012
137.495,3554315.874,2083963.633,2012
29.2181,3555949.296,2083113.582,2012
15.0113,3555909.74,2084095.543,2012
18.8388,3555882.782,2085155.319,2012
98.2214,3560649.166,2084610.544,2012
37.8359,3555281.778,2075457.272,2012
38.4685,3554394.173,2076455.66,2012
53.3385,3553672.435,2074956.596,2012
84.7307,3552761.279,2076152.821,2012
58.2271,3550915.794,2076906.719,2012
57.5985,3550723.043,2079146.541,2012
66.4092,3548119.98,2079288.816,2012
148.682,3546205.689,2075750.496,2012
6.79502,3544583.121,2075008.831,2012
61.2402,3542684.518,2074410.039,2012
145.79,3543448.665,2076366.729,2012
47.8522,3541595.214,2076865.427,2012
33.7046,3545818.161,2079351.697,2012
45.4002,3543936.528,2078240.974,2012
182.308,3539537.627,2074231.032,2012
57.4496,3537664.58,2075792.818,2012
151.735,3538884.302,2077383.678,2012
92.8968,3533477.188,2076011.862,2012
144.317,3531497.879,2076856.399,2012
107.824,3528903.126,2077576.978,2012
65.1727,3523283.587,2074953.707,2012
38.3147,3527333.829,2072683.335,2012
47.2675,3528784.314,2072594.515,2012
30.3443,3530085.448,2072491.658,2012
146.98,3535557.662,2072512.482,2012
97.2511,3535864.552,2070006.866,2012
73.1023,3538269.549,2069788.844,2012
155.646,3538344.043,2071555.226,2012
54.0829,3537426.5,2074009.753,2012
77.0911,3540298.672,2071813.359,2012
65.3562,3541735.486,2071592.658,2012
121.572,3543436.356,2070279.6,2012
39.1964,3542945.239,2073051.506,2012
34.5343,3544251.215,2072378.106,2012
47.3005,3544163.294,2073764.377,2012
31.3314,3545554.904,2073662.482,2012
109.098,3550013.978,2073998.647,2012
161.052,3551886.539,2070585.5,2012
78.33,3554661.797,2071466.455,2012
58.6508,3553436.075,2072646.861,2012
60.4283,3554710.602,2073874.768,2012
36.5947,3557075.948,2069956.091,2012
43.2655,3558274.074,2068945.683,2012
71.2661,3553451.884,2068223.531,2012
58.1363,3552951.277,2066458.649,2012
70.9384,3551369.113,2068201.559,2012
49.291,3551286.079,2066437.46,2012
163.453,3548179.732,2066887.849,2012
136.042,3543773.437,2067696.064,2012
167.152,3546377.481,2065742.388,2012
69.0966,3543277.434,2064426.837,2012
60.959,3541941.87,2063640.391,2012
33.3554,3540506.009,2068271.505,2012
105.258,3541337.365,2067387.713,2012
25.3213,3538954.596,2065625.472,2012
41.9013,3536486.199,2065537.507,2012
131.181,3537090.651,2067511.653,2012
30.9744,3535170.492,2068318.846,2012
53.401,3528928.549,2059490.945,2012
49.0902,3530041.59,2057426.928,2012
35.3967,3522934.614,2025799.672,2012
174.77,3547122.471,2083373.305,2012
134.564,3054840.54,3219142.191,2012
121.759,3052187.532,3220458.616,2012
70.3447,3049143.166,3221891.341,2012
94.9832,3049880.488,3220240.63,2012
71.4436,3047600.367,3219630,2012
61.4623,3035089.999,3220527.176,2012
121.953,3031181.681,3221947.233,2012
145.059,3032498.179,3219172.384,2012
70.2686,3030663.418,3219021.742,2012
123.854,3031221.327,3216655.992,2012
254.052,3050921.451,3217317.556,2012
122.4,3052048.233,3214060.109,2012
43.9442,2973356.366,3195011.333,2012
52.3692,2975192.621,3195237.725,2012
108.242,2975122.972,3193179.055,2012
33.4667,2976799.078,3195170.355,2012
74.321,2978873.581,3195003.978,2012
68.9795,2977437.583,3193345.964,2012
18.439,2979685.893,3193668.744,2012
116.211,2969506.307,3186949.42,2012
123.318,2970241.436,3190721.931,2012
36.4198,2974294.495,3189715.233,2012
155.11,2973706.655,3187764.087,2012
101.565,2976456.915,3190172.959,2012
77.8008,2975709.087,3188101.188,2012
28.9075,2977057.72,3188696.436,2012
63.0167,2978571.856,3189675.349,2012
32.7544,2979967.658,3190769.073,2012
115.344,2979051.822,3187609.062,2012
30.2262,2976905.091,3186664.722,2012
20.9106,2981584.201,3191195.104,2012
131.207,2981492.229,3189025.88,2012
127.382,2981586.384,3186926.558,2012
141.754,3014248.17,3185145.934,2012
74.4162,3016449.38,3184609.17,2012
70.38,3017720.474,3184572.991,2012
119.806,2978954.997,3185148.243,2012
49.5891,2981042.885,3184862.644,2012
66.2754,2976209.76,3181993.349,2012
32.9974,2976929.458,3184146.932,2012
24.931,2976862.363,3185383.254,2012
103.73,2975219.273,3184947.844,2012
136.304,2973693.079,3181626.629,2012
24.3821,2966815.428,3179963.02,2012
110.574,2968337.517,3180380.147,2012
16.2791,2965426.914,3177798.048,2012
16.6447,2965598.411,3176479.328,2012
277.594,3048532.403,3172780.281,2012
237.397,3038972.259,3173386.591,2012
120.029,3007752.387,3174581.043,2012
124.909,2978572.775,3172212.548,2012
135.6,2975950.393,3173079.033,2012
130.963,2973461.358,3172233.408,2012
44.9754,2969385.28,3171637.462,2012
93.139,2970980.348,3172464.325,2012
38.1339,2971153.982,3173824.693,2012
51.9376,2971225.898,3175154.046,2012
70.5036,2969623.962,3173654.905,2012
227.573,2966222.386,3172962.751,2012
108.655,2965497.349,3166930.681,2012
71.2457,2967113.072,3166873.3,2012
65.4256,2970373.286,3166978.335,2012
109.164,2969081.885,3166935.553,2012
35.2142,2969879.038,3169790.55,2012
97.9269,2971027.139,3169088.014,2012
59.165,2973230.239,3169009.31,2012
47.8162,2974032.455,3170342.393,2012
137.815,2973340.494,3166953.822,2012
20.2777,2971511.328,3166094.457,2012
42.6892,2976106.442,3170287.199,2012
21.4964,2977727.802,3170509.858,2012
119.153,2978019.494,3169289.863,2012
102.618,2975916.587,3167104.991,2012
123.727,2978542.036,3166935.433,2012
101.399,2981362.037,3167030.419,2012
30.5888,2983008.683,3166215.543,2012
136.339,2986645.446,3169540.703,2012
148.814,2986921.671,3166823.598,2012
111.653,3049145.805,3166894.456,2012
76.1982,3047177.901,3166169.121,2012
172.2,3150203.274,3163128.639,2012
95.6668,3145394.332,3161890.366,2012
23.8308,3077037.641,3164659.807,2012
26.4371,3075939.546,3163792.671,2012
59.9015,3077618.66,3162593.763,2012
117.107,3069747.026,3164377.088,2012
118.571,3049002.312,3164519.561,2012
97.5455,3030722.978,3161819.942,2012
104.77,3028216.123,3161618.695,2012
83.1543,3023130.411,3161519.439,2012
60.6784,2983958.887,3164450.066,2012
119.824,2966255.101,3164292.382,2012
142.385,2965700.955,3161709.022,2012
156.351,2965534.659,3158953.229,2012
200.34,2974377.343,3156427.228,2012
117.564,2978522.789,3156456.962,2012
242.448,2982054.067,3158209.526,2012
125.551,3023071.985,3158936.947,2012
124.777,3022996.353,3156246.442,2012
99.8896,3025576.912,3156266.094,2012
110.973,3025690.834,3159005.341,2012
99.98,3027380.122,3159118.208,2012
125.137,3028182.231,3156386.362,2012
87.479,3029282.29,3158881.954,2012
124.318,3030716.544,3156352.227,2012
45.4907,3040319.466,3156852.354,2012
99.1149,3056688.379,3156579.449,2012
88.0058,3072584.925,3156159.614,2012
160.364,3145699.986,3159655.297,2012
122.981,3148195.945,3161079.927,2012
92.5915,3039640.964,3154802.677,2012
82.3632,3036025.689,3152443.56,2012
127.482,3028144.658,3155092.092,2012
25.8805,3027435.836,3151232.532,2012
36.9558,3024946.781,3154477.656,2012
34.7199,3026244.171,3154436.316,2012
115.948,3025692.412,3152505.747,2012
123.355,3022913.976,3152444.944,2012
115.756,3022982.867,3154356.378,2012
69.9786,3024088.315,3150233.798,2012
112.588,3021606.573,3149761.901,2012
158.16,3020195.729,3152567.421,2012
144.802,3018649.612,3153018.383,2012
100.877,3020360.841,3154804.885,2012
107.523,3013838.928,3153658.655,2012
27.3639,3014417.681,3150356.468,2012
116.781,2983725.367,3151194.993,2012
84.1374,2964989.244,3151235.726,2012
117.372,2968051.927,3145822.785,2012
65.0081,2970183.688,3146314.984,2012
140.683,2971880.013,3145920.254,2012
130.928,2975865.884,3148517.56,2012
123.156,2978445.275,3148572.289,2012
121.69,2977126.689,3145932.001,2012
64.7623,2980949.047,3148614.567,2012
142.624,2994091.704,3146209.595,2012
85.4608,2997733.969,3145668.63,2012
61.9005,2999566.954,3145654.248,2012
110.219,3001871.625,3145687.527,2012
27.7882,3003893.905,3145183.832,2012
39.1394,3005165.709,3145144.627,2012
122.723,3004650.24,3148465.231,2012
28.3331,3007866.601,3147194.473,2012
170.576,3007959.839,3145749.669,2012
65.8857,3014940.687,3148804.654,2012
206.422,3018490.233,3145123.335,2012
47.0645,3021580.096,3147713.222,2012
139.9,3021569.389,3145814.304,2012
131.618,3024180.748,3145862.702,2012
104.633,3024270.703,3147993.441,2012
108.681,3026735.577,3148587.368,2012
89.1219,3026818.112,3146204.549,2012
138.156,3029318.682,3145917.463,2012
27.5125,3031275.234,3145252.159,2012
87.8577,3034359.185,3143043.617,2012
101.55,3034653.717,3140731.558,2012
35.1788,3036430.393,3140026.108,2012
97.1389,3102083.83,3135352.719,2012
140.362,3038648.704,3136619.793,2012
121.403,3030672.764,3137966.971,2012
125.164,3028147.487,3137981.261,2012
135.593,3025538.115,3135390.081,2012
101.743,3020365.7,3138104.164,2012
27.7511,3018376.806,3138731.964,2012
29.2784,3018382.015,3137426.632,2012
67.1153,3017041.496,3138056.942,2012
106.604,3015272.048,3138115.549,2012
16.6463,3015735.088,3143939.913,2012
29.1204,3031332.513,3143921.589,2012
76.5434,3020501.154,3141656.38,2012
36.7718,3015873.07,3140741.367,2012
33.3532,3015873.058,3140097.173,2012
29.7838,3014530.495,3140033.348,2012
114.155,3012716.051,3139281.556,2012
214.656,3009221.32,3140269.299,2012
41.3512,3008214.71,3144181.308,2012
131.79,3006058.448,3140653.44,2012
135.249,3003475.605,3140737.803,2012
34.7374,3005170.374,3143195.923,2012
161.758,3002493.218,3143619.505,2012
64.2944,2999622.273,3143315.612,2012
103.505,2997664.297,3143283.817,2012
42.444,3001489.074,3139694.153,2012
125.043,2999334.301,3140684.616,2012
99.0193,2997170.588,3140677.777,2012
64.6391,2995397.144,3139956.955,2012
111.165,2994141.293,3143261.204,2012
127.692,2991533.78,3143288.625,2012
166.914,2991855.573,3140485.194,2012
63.6161,2994206.194,3141148.205,2012
106.295,2988869.562,3140678.573,2012
136.536,2981207.339,3140884.717,2012
134.659,2978396.335,3142102.569,2012
26.6737,2977668.629,3143933.597,2012
125.346,2975852.688,3143275.025,2012
109.076,2973105.2,3140875.623,2012
107.522,2970601.594,3142901.628,2012
139.038,2967852.518,3141984.411,2012
114.197,2965865.167,3140744.779,2012
122.203,2968006.028,3139297.303,2012
46.1429,2965954.219,3138758.725,2012
109.66,2965440.865,3136788.885,2012
184.087,2970858.599,3139244.538,2012
106.833,2973305.386,3137957.248,2012
136.694,2973252.452,3135546.34,2012
138.756,2981121.701,3135493.762,2012
147.233,2983684.642,3135511.606,2012
130.426,2983686.027,3138116.549,2012
26.4637,2985789.533,3138744.694,2012
28.4978,2986981.878,3138750.697,2012
29.9716,2988250.76,3138749.38,2012
29.8362,2989516.466,3138747.966,2012
55.2395,2990780.546,3139027.002,2012
81.223,2991773.571,3137634.633,2012
143.838,2994114.305,3138027.987,2012
144.71,2996791.63,3138123.57,2012
108.57,2999476.886,3138542.466,2012
30.3159,3001248.115,3137732.092,2012
39.1577,3005370.573,3138822.632,2012
126.324,3009943.75,3138050.078,2012
100.282,3017986.454,3135381.218,2012
118.93,3020452.704,3134159.324,2012
28.966,3020366.057,3136064.814,2012
117.718,3146126.222,3133121.432,2012
121.838,3029679.75,3132851.637,2012
44.8375,3027955.585,3133407.111,2012
115.968,3025621.616,3130246.511,2012
124.319,3012674.037,3130179.08,2012
130.246,3010004.121,3130182.421,2012
105.245,3007222.155,3130437.763,2012
71.4679,2986493.967,3132719.109,2012
48.3608,2985548.159,3134160.339,2012
104.926,2986228.785,3130117.284,2012
128.379,2983634.372,3132842.85,2012
144.416,2981117.822,3132867.378,2012
134.161,2981228.94,3130270.338,2012
78.592,2978842.134,3131523.148,2012
26.2548,2977204.006,3131750.314,2012
103.516,2978478.24,3130252.703,2012
133.05,2975981.423,3130245.966,2012
59.4921,2978925.805,3133313.542,2012
58.7254,2977212.087,3133311.459,2012
46.6485,2975508.587,3133309.667,2012
128.089,2973270.677,3132906.299,2012
116.514,2970673.115,3132871.561,2012
68.7989,2969955.131,3130577.289,2012
138.438,2978525.921,3127622.903,2012
110.675,2991631.693,3127586.37,2012
117.066,2991687.215,3124963.181,2012
95.3274,2994084.194,3124814.848,2012
135.191,2999551.206,3124822.162,2012
137.507,3002200.423,3124966.363,2012
39.2773,3006858.539,3128217.353,2012
140.81,3010024.075,3124929.137,2012
28.717,3008383.496,3128202.344,2012
28.7171,3009385.97,3128199.368,2012
26.8077,3010670.233,3128186.25,2012
132.937,3017888.728,3124951.736,2012
42.9869,3024288.645,3126876.843,2012
74.1333,3025983.232,3127727.98,2012
40.7086,3023725.126,3124327.477,2012
30.3605,3023700.739,3125650.305,2012
27.838,3004488.767,3122922.851,2012
35.43,3003433.65,3123008.436,2012
33.9724,3001670.106,3123027.055,2012
35.0466,3001573.449,3121667.649,2012
35.4638,3002911.539,3121662.989,2012
36.2755,3000217.695,3121675.132,2012
81.3065,2996877.241,3121853.321,2012
140.725,2994243.609,3119757.372,2012
140.036,2991707.337,3119785.104,2012
102.876,2994219.536,3121456.061,2012
125.603,2986494.133,3114548.845,2012
59.5321,2985888.513,3116404.797,2012
116.976,2989053.73,3117116.916,2012
136.289,2989049.72,3114706.743,2012
103.185,3004352.555,3116930.237,2012
102.018,3002251.165,3117008.914,2012
130.177,2988301.109,3164182.621,2012
24.3602,3004015.519,3150435.218,2012
26.4407,3005326.697,3150440.726,2012
20.109,3005346.087,3151711.179,2012
29.7567,3269895.311,2838009.26,2012
121.459,3343025.552,2766210.132,2012
146.264,2975331.372,2653348.931,2012
131.012,2983436.662,2642875.815,2012
117.883,2978279.431,2637547.868,2012
115.349,2973062.538,2629486.28,2012
256.963,2989760.638,2631625.121,2012
141.654,3012217.734,2632942.722,2012
156.43,3057652.01,2628884.37,2012
106.429,3046565.788,2629539.908,2012
58.8172,3013985.45,2592193.622,2012
155.099,3002875.134,2575611.109,2012
147.448,2853036.349,2096883.061,2012
72.8291,2851822.061,2055841.65,2012
98.7537,3030442.678,2950805.047,2012
146.121,3031771.43,2953388.633,2012
144.991,3033121.488,2950757.176,2012
33.0913,3035063.427,2950090.028,2012
143.465,3034399.687,2953403.49,2012
69.517,3036410.764,2950769.901,2012
124.278,3038449.101,2951111.08,2012
68.4547,3040477.538,2950762.585,2012
79.7135,3041953.806,2945303.477,2012
63.8757,3039549.051,2947356.074,2012
38.0896,3040390.013,2945473.898,2012
22.8799,3040430.661,2944874.971,2012
88.7549,3034057.164,2947906.426,2012
135.035,3031778.143,2945418.215,2012
152.24,3031761.788,2948081.35,2012
123.784,3029109.241,2948080.245,2012
125.032,3023459.291,2945338.529,2012
80.5795,3025122.332,2938901.151,2012
44.2022,3027003.602,2939535.798,2012
170.745,3029112.314,2943060.491,2012
43.7702,3031284.8,2943415.901,2012
149.406,3032165.165,2938549.218,2012
38.6787,3033804.253,2939435.997,2012
34.888,3031132.27,2936716.001,2012
58.7242,3032179.54,2934107.354,2012
74.8079,3028082.52,2934937.789,2012
63.0145,3025585.703,2937017.922,2012
61.2495,3023957.685,2937026.691,2012
64.3313,3023394.552,2938891.706,2012
162.545,3028172.158,2930608.971,2012
44.1445,3031151.297,2932809.516,2012
120.502,3031754.252,2910881.785,2012
44.4929,3030158.149,2911017.223,2012
138.222,3028390.889,2905631.01,2012
77.26,3030584.678,2905305.488,2012
127.501,3028474.18,2903030.147,2012
50.7854,3026431.734,2902060.378,2012
23.47,3026388.17,2900398,2012
105.726,3023933.687,2902164.008,2012
34.4695,2888541.362,2692048.657,2012
33.5416,2892656.376,2696062.536,2012
153.468,2902107.159,2693990.74,2012
41.283,2903237.62,2691720.497,2012
41.4424,2905885.621,2695577.214,2012
100.642,2905428.971,2693837.826,2012
37.3981,2904550.019,2691710.329,2012
31.9163,2905828.663,2691632.559,2012
132.702,2907824.38,2692205.811,2012
142.147,2907965.503,2694844.974,2012
130.222,2909794.398,2692217.75,2012
137.49,2909954.513,2694853.56,2012
116.668,2912437.841,2694810.142,2012
121.123,2912444.707,2692198.694,2012
68.9236,2914297.53,2692205.319,2012
66.9545,2915762.739,2694869.205,2012
102.165,2916164.93,2692016.804,2012
109.39,2917543.685,2693474.322,2012
82.7948,2920117.399,2695216.244,2012
26.7976,2924680.958,2695237.931,2012
103.033,2925998.068,2696279.192,2012
38.6122,2925123.199,2692526.649,2012
93.2905,2926886.299,2692011.149,2012
98.3763,2928440.967,2694726.712,2012
70.72,2930274.972,2692224.342,2012
37.101,2931554.155,2692087.083,2012
139.292,2933515.546,2692262.829,2012
135.02,2933466.704,2695046.777,2012
80.336,2935882.586,2694906.566,2012
139.709,2936115.386,2692426.72,2012
110.718,2938697.67,2692406.408,2012
46.1133,2938716.77,2694397.241,2012
136.024,2938398.255,2689945.769,2012
132.245,2938687.448,2687222.09,2012
18.089,2937273.158,2686478.134,2012
69.5834,2935344.798,2686749.509,2012
25.907,2935543.627,2688051.432,2012
146.456,2933533.965,2689727.457,2012
97.6485,2933380.322,2687040.546,2012
56.7701,2931706.757,2687035.984,2012
61.4025,2930221.563,2687011.681,2012
59.4238,2931682.708,2688518.141,2012
50.4436,2930139.801,2688474.142,2012
35.0444,2931551.384,2690583.835,2012
130.132,2928340.976,2689672.605,2012
68.4111,2929021.788,2687051.386,2012
42.2514,2927700.413,2687688.909,2012
43.0759,2927663.078,2686433.12,2012
125.28,2925719.162,2687010.742,2012
117.323,2925934.799,2689712.404,2012
164.776,2919877.849,2687251.581,2012
69.6102,2922664.08,2687380.942,2012
79.9167,2918654.754,2689828.158,2012
59.6519,2917203.821,2686937.741,2012
140.15,2915058.749,2689536.798,2012
121.233,2912455.332,2689513.202,2012
20.2297,2912539.059,2687978.075,2012
31.8449,2913129.428,2686357.222,2012
128.543,2911115.372,2686958.861,2012
95.0637,2910218.393,2689418.001,2012
39.088,2907183.736,2690185.892,2012
66.4348,2907251.28,2688219.562,2012
141.556,2905195.431,2689626.605,2012
32.987,2905861.412,2687683.061,2012
35.3618,2905738.361,2686037.788,2012
156.62,2903958.7,2687091.909,2012
146.278,2902621.734,2689648.895,2012
39.9192,2888509.93,2690674.6,2012
231.773,2887469.878,2688540.823,2012
134.503,2883930.924,2688205.479,2012
41.2124,2879000.003,2683129.913,2012
139.886,2881501.188,2685208.862,2012
130.714,2883908.641,2686365.195,2012
41.4447,2883540.911,2684538.375,2012
30.3195,2883178.603,2683158.587,2012
40.2297,2884866.715,2683009.543,2012
36.3405,2887203.743,2682881.801,2012
137.763,2886562.607,2685249.11,2012
129.403,2889193.275,2686076.477,2012
126.737,2889255.672,2683566.39,2012
36.8732,2905744.997,2684767.534,2012
69.9891,2905817.79,2682968.694,2012
48.7247,2907072.333,2683190.468,2012
140.907,2907807.626,2685632.542,2012
105.221,2909839.402,2682928.881,2012
87.295,2910817.167,2684557.947,2012
56.9261,2915188.638,2684973.174,2012
123.723,2914807.589,2683239.26,2012
64.95,2915910.263,2681009.135,2012
48.6582,2918207.294,2681273.18,2012
16.8808,2918139.686,2682497.583,2012
20.3556,2916048.029,2682264.021,2012
100.589,2917447.466,2683204.413,2012
94.1579,2918604.757,2684651.586,2012
21.8722,2920152.577,2685040.017,2012
24.2707,2920987.194,2684790.151,2012
75.9472,2920477.421,2683385.542,2012
134.095,2920270.797,2681778.172,2012
133.226,2922977.842,2681727.329,2012
122.781,2922988.839,2684333.963,2012
56.3385,2925083.22,2684329.812,2012
66.9117,2925553.41,2682379.351,2012
132.125,2928427.518,2681736.986,2012
156.188,2927134.473,2684285.476,2012
16.2388,2929104.326,2685224.749,2012
114.355,2931058.581,2684432.798,2012
143.433,2931135.41,2681810.01,2012
141.338,2933586.123,2681851.003,2012
136.475,2933607.541,2684459.818,2012
125.787,2936195.865,2684588.706,2012
13.2527,2935197.046,2683188.943,2012
110.55,2936097.311,2681840.755,2012
126.429,2938745.075,2681935.477,2012
116.973,2938712.749,2684535.406,2012
132.481,2938770.9,2679290.288,2012
71.476,2938774.796,2677149.213,2012
149.225,2938819.619,2675320.635,2012
32.0713,2935828.985,2677211.874,2012
42.0031,2936905.218,2677277.483,2012
121.151,2936363.164,2679228.327,2012
119.034,2933810.551,2679246.609,2012
119.247,2933805.328,2677756.657,2012
127.725,2931297.599,2676498.01,2012
129.096,2931299.444,2679019.919,2012
137.046,2928718.872,2679110.797,2012
141.301,2928626.027,2676448.134,2012
136.497,2926004.007,2676405.376,2012
136.042,2926108.49,2679052.584,2012
45.4957,2922260.857,2679579.128,2012
126.425,2923208.564,2675066.86,2012
51.9628,2920492.808,2677207.623,2012
147.963,2921025.115,2678535.455,2012
123.904,2918393.075,2676029.63,2012
171.178,2918174.501,2678709.316,2012
80.8158,2916867.507,2676212.478,2012
63.9774,2915565.833,2674877.832,2012
99.9119,2915325.778,2677364.141,2012
46.6178,2915364.173,2679878.624,2012
91.7055,2914020.236,2675074.071,2012
39.7683,2912254.229,2675770.11,2012
122.602,2913756.078,2677855.379,2012
145.87,2910373.988,2679664.898,2012
135.68,2907346.687,2676700.975,2012
134.833,2906444.639,2679036.872,2012
30.3748,2896779.88,2677343.476,2012
20.1466,2897274.422,2676272.014,2012
74.4451,2887321.368,2678202.073,2012
76.4699,2884008.424,2676169.493,2012
27.0059,2878416.129,2680495.424,2012
112.918,2879281.311,2677613.615,2012
271.256,2876988.783,2677723.231,2012
28.6165,2877199.244,2680100.707,2012
28.4083,2875940.225,2680040.533,2012
53.0389,2873982.836,2679317.228,2012
16.8971,2874487.466,2678107.03,2012
36.7318,2873290.471,2677596.42,2012
113.852,2873843.277,2675761.939,2012
38.6751,2865187.809,2672525.634,2012
93.441,2866015.845,2671599.017,2012
29.9965,2866795.729,2673565.969,2012
78.7864,2868773.287,2674446.068,2012
128.164,2868399.261,2671829.704,2012
123.565,2871059.672,2670530.045,2012
133.995,2871063.45,2673131.17,2012
138.481,2871089.101,2675289.763,2012
55.0777,2875102.752,2672503.831,2012
105.112,2876133.452,2674712.247,2012
54.7703,2877769.029,2675324.407,2012
98.3278,2879089.008,2674431.825,2012
36.1614,2877043.367,2670816.01,2012
29.6907,2878188.152,2671008.993,2012
35.2338,2879414.9,2671191.771,2012
99.2471,2880351.111,2672099.658,2012
70.3862,2881308.723,2673825.347,2012
132.993,2883974.985,2674454.678,2012
137.242,2883968.481,2671846.367,2012
81.7668,2886265.207,2672050.378,2012
77.3073,2887989.637,2674420.82,2012
141.727,2888734.586,2671695.302,2012
70.0976,2891595.636,2672495.928,2012
93.5423,2900204.932,2671561.917,2012
42.4403,2903296.41,2671238.014,2012
56.7719,2903907.97,2673004.485,2012
35.0114,2904620.147,2674916.78,2012
10.248,2905649.819,2669966.537,2012
16.5301,2906791.673,2670441.743,2012
35.9527,2909689.158,2670403.209,2012
52.8828,2910957.464,2670891.026,2012
45.0466,2912223.624,2670752.616,2012
189.593,2915069.375,2672443.655,2012
132.116,2920680.293,2671152.358,2012
132.347,2920705.228,2673815.198,2012
136.825,2923285.042,2671176.051,2012
132.071,2925948.421,2671153.373,2012
136.967,2925966.507,2673792.586,2012
132.454,2928572.805,2673813.569,2012
66.1265,2927956.675,2671160.257,2012
37.1434,2929210.425,2671729.091,2012
25.2615,2929220.316,2670420.208,2012
120.75,2931189.425,2671192.157,2012
163.957,2931213.325,2673870.385,2012
132.382,2933771.286,2675176.147,2012
125.502,2933770.383,2672580.946,2012
34.7711,2933148.435,2670580.315,2012
37.5536,2934427.822,2670618.674,2012
136.546,2936392.33,2671298.13,2012
27.7064,2935727.475,2673219.802,2012
38.0751,2936967.174,2673285.674,2012
148.24,2936402.528,2675255.048,2012
